start	end	text
5394657	5396000	We can keep him on topic.
5396240	5398645	We cannot require that he be a good person.
5399046	5401330	So with that, can we please read a few more names?
5402412	5407341	Yes, I would like to call up Diana Dean, Sigi Merkic, Ada Rivera.
5411978	5421029	So again, if you've heard your name called just now and you would like to provide public comment and you have not already done so, please proceed to your left-hand side of the council chambers.
5438529	5439070	Good morning.
5439370	5440872	Which items would you like to speak to?
5441155	5442964	Item 36, please.
5443928	5445797	And public comment if I need it.
5446018	5446842	You have one minute for each.
5446863	5447385	Go ahead.
5448007	5449369	Thank you, City Council.
5450090	5459463	Speaking on item 36, my name is Ziggy Merkitsch and I'm the founder of the San Pedro Film Festival and community radio station KCLA.
5460224	5461706	We're an arts non-profit.
5462187	5465972	I'm a long-time resident of San Pedro and a Hollywood refugee.
5466492	5472681	I moved to San Pedro because it's a gem of a community and like no other in Los Angeles.
5473471	5479826	I respectfully ask you uphold the decision of the Trade and Tourism Commission and Harbor Commission.
5480427	5484477	The research and planning has been done and it is time to move forward.
5485351	5490257	West Harbor Project will bring business and opportunity to San Pedro and the Wilmington areas.
5490938	5498146	The San Pedro community has been waiting in anticipation for 20 years or more for this development and has been patient long enough.
5498747	5506757	So much investment of time and money by Jericho Development, the current and former council members and the Port of Los Angeles has been made.
5507177	5510441	It's time to move forward and finish the project.
5510501	5511342	General public comment?
5512047	5515873	The project will bring much needed park space and tourism to the area.
5516735	5526531	It will also be creating jobs at all levels and attract new residents and enable the young people in the area to find jobs and stay in the area.
5527192	5533903	San Pedro has a vibrant arts community and West Harbor Project endeavors to incorporate the arts as much as possible.
5534440	5541930	San Pedro has long been neglected, and the West Harbor project is an integral part of the revitalization of the area.
5542170	5551022	The Olympic Games will be here in three years, and we need to be ready to move forward and provide facilities and entertainment.
5551382	5555648	What makes San Pedro better makes Los Angeles better and makes California better.
5556008	5560374	And therefore, please uphold the decision of the Trade and Tourism Committee and the Harbor Commission.
5560434	5561215	Deny the appeal.
5561335	5561916	Thank you.
5569507	5569947	Good morning.
5570008	5571669	Yes, and feel free to adjust the microphone.
5571689	5573151	Which items would you like to speak to?
5575494	5579779	I'm going to make a public comment.
5580099	5582902	Okay, so you have one minute.
5583803	5584624	Go ahead.
5584644	5590711	Good morning, everyone.
5590851	5596037	My name is Mario Osorio, and I'm a member of ACE, and I live in LA District.
5596912	5612055	I support, we support the recommendations of the housing committee.
5612536	5617924	We should go further than that.
5617944	5625315	We want a petition for the landlord not to be able to increase rent when they are not making the repairs.
5626105	5631132	Para que el departamento de vivienda practique justicia y el lenguaje también.
5633094	5637640	For the housing department to practice language and justice.
5639283	5650898	Ellos tienen que tener una mejor coordinación para las citas cuando los inspectores van a llegar a hacerlas a las viviendas de las familias.
5651114	5660167	They have to have a better coordination for the appointments when the inspectors are going to get to the houses of these families.
5662211	5676632	Because it's not fair for us tenants to be living in these really poor conditions.
5677490	5689446	I lived for a year and a half in very poor conditions that no one would have been able to live like that.
5690427	5701542	Please make those recommendations, those adjustments, because we need them now.
5701642	5702383	We cannot wait.
5707055	5707576	Good morning.
5707596	5708939	Which items would you like to speak to?
5710101	5710342	Yes.
5710602	5723469	I'd like to make a public comment.
5724091	5725253	See you in one minute.
5726155	5727578	Go ahead.
5728452	5730054	Hello, my name is Magdalena.
5730695	5733779	I live in Los Angeles.
5733799	5735262	Hello, my name is Magdalena.
5735442	5742752	I am a member of ACE and I live in the city of Los Angeles.
5745916	5752926	I'd like to thank Council Member Neethan Raman for her leadership.
5753006	5754949	She's been a great champion.
5755216	5764326	For tenants rights in Los Angeles.
5770494	5776881	We support the recommendations of the housing committee but I do believe that we need to work further.
5776921	5784750	In order to improve the SEP.
5785118	5793570	Queremos hacerle la petición de reducción de renta si el dueño no hace reparos.
5793590	5805928	We would like to ask for a reduction of rent when the property owner doesn't make the proper repairs in our homes.
5805976	5828760	We'd like to ensure that all the inspectors do the correct inspections and do their job in order to have adequate repairs.
5829398	5839073	Asegurarse de la calidad de las reparaciones que hace el dueño y necesitamos que depare.
5839934	5848787	We also want to ensure that the quality of repairs is up to par and that the property owners ensure that the quality and the repairs are done.
5849468	5854496	Que el departamento puede hacer una prueba de orador se ha acabado su tiempo.
5855117	5855517	Thank you.
5856018	5856739	Gracias.
5857799	5859060	All right, thank you so much, everybody.
5859100	5862524	That concludes public comment for this meeting.
5863265	5863505	Mr.
5863565	5867049	Clerk, can we begin with item number 1515?
5867069	5872855	We can allow Mr. Price to recuse for item 15.
5873496	5884548	Yes, Mr. President.
5884568	5886270	All right, let's open the roll.
5886571	5892404	Close the roll tabulate the vote 14 eyes all right, what's next?
5893306	5904732	Mr.. President the council may now vote on items 1 2 6 17 and 40 All right, let's open the roll in those items close the roll tabulate the vote
5910989	5939646	15 eyes all right, what's next the council may not consider items 18 and 27 call special by councilmember ramen for comments councilmember ramen for comments I Think I can just talk about item 27, okay Colleagues this I hope that you can support this motion moving forward today And thank you to councilmember Lee for moving it through his committee quickly This is about addressing issues with our 911 call response times and
5939626	5947624	The same call takers pick up all 911 calls, they assess needs, and then emergency calls are responded to immediately.
5948145	5955762	Non-emergency calls are picked up when call takers have the time to pick up those phone calls.
5955742	5961510	57% of our emergency calls are addressed within 15 seconds, which is our state standard.
5961930	5964474	And response times have recently been improving, which is great.
5964894	5967618	But non-emergency calls are still taking much longer.
5967658	5973386	And average wait times there are over three minutes, almost four minutes.
5973867	5979414	But sometimes, depending on call volume, non-emergency calls can take over an hour to get picked up.
5979454	5985242	And this has been actually covered in the press multiple times recently.
5985222	5986684	This is due to many reasons.
5986724	5992192	There's a shortage of PSR, police service representatives who pick up these phone calls at the police department.
5992753	5995797	But I think it's really important that we are able to address this issue.
5996258	6002286	Non-emergency calls make people, they're calling for help in the city because people are feeling unsafe.
6002306	6006953	This happens when you have a burglary and you want the police to come and take a report.
6007013	6008715	If the burglars are no longer there,
6008695	6020825	That's a non-emergency call, which means after you've experienced a period of trauma for yourself, your home has been violated, you are waiting sometimes on hold with our 911 response for over an hour.
6020905	6023351	That can leave you feeling extremely unsettled.
6023631	6025135	And there's instance after instance.
6025115	6026577	where that happens in the city.
6026677	6036948	So this report looks at this issue, asks for recommendations on how to make changes beyond just hiring up more police service representatives, which is important to do and we must keep doing.
6037709	6040171	And I know that improved recently, but also has flat lines.
6040191	6050302	So I just want to draw everyone's attention to that as we move forward, but also just to underscore that reforms to this process are an important part of the city taking public safety seriously.
6050402	6054767	So I hope that you can support this and thank you for your attention.
6055085	6057087	Thank you so much, Councilmember Raman.
6057527	6060050	Let's open the roll on items 18 and 27.
6061351	6062773	Close the roll, tabulate the vote.
6062793	6065195	15 ayes.
6065996	6066657	All right, what's next?
6066997	6074344	Mr. President, the council may now consider item 28, for which Councilmember Jaroslawski has introduced a motion to refer the item to Budget and Finance Committee.
6074504	6082853	All right, and just so we're all clear, we're taking a vote now to send it to committee, or we're sending it to committee and it's gonna come back for a vote?
6082873	6084214	Councilmember Jaroslawski?
6087232	6092399	Needs to go to committee to be considered okay, so we're not gonna vote on it today.
6092900	6116952	That is correct sir Is there a second to the motion Second The council may now vote on the motion all right, let's open the roll close the roll Tabulate to vote 15 eyes all right
6117438	6118040	What's next?
6124577	6132297	The Council may now consider Item 36 for Councilmember McOsker, for which amending Motion 36A, McOsker Park has been introduced.
6132578	6133641	Councillor McOsker.
6134532	6136615	Thank you very much, Mr. President.
6136715	6137596	Thank you, members.
6137656	6145687	We do have a technical amendment to this item, but I will be asking for an aye vote, a yes vote, to deny the appeal.
6146128	6148070	There are lots of thank yous to make.
6148551	6152256	I want to thank Chair Park for the hearing yesterday.
6152336	6156181	I want to thank Councilmember Rodriguez for voting to deny the appeal.
6157222	6161468	Most importantly, I want to thank the community for coming out strong.
6163135	6170085	We had a long hearing yesterday that is becoming a signature piece for projects in the Harbor area.
6170125	6172027	We had the House of Labor there.
6173029	6175432	We had labor from the building trades.
6175552	6177054	We had labor from the carpenters.
6177175	6181641	We had the IATSE there, all asking for a denial of this appeal.
6182001	6186848	It was the House of Labor save one, save one, the appellant.
6187368	6191973	We also had local business there, local business coming out strong, supporting labor.
6191993	6193735	We had the community there.
6194876	6201723	We had community members there from our nonprofit communities, from the arts, from local business.
6201783	6207689	We had everybody there representing the deep and important cultural heritage of the Harbor area.
6208109	6215417	We had our council member there, Joe Buscaino, who worked on this for 10 years, 10 years.
6216764	6221573	He and his staff did a masterful job of bringing us to this day.
6221593	6223877	I also want to point out there's other connections here.
6224198	6232473	Councilmember Hutt, when she worked for Isidore Hall, worked closely with Joe Buscaino and his team to make sure that the lease term could be long enough.
6232493	6233575	Remember that, Joe?
6234871	6241277	There has been years and years and years of work towards this day, not the least of which is the important work of the port.
6241918	6248464	And I said it yesterday, I'll say it again, I don't always agree with what the port does, but their environmental review of this was impeccable.
6248865	6260676	They did the original environmental documentation, they did the supplemental documentation, they analyzed these amendments for the amphitheater and for a couple of other ancillary uses.
6261803	6281213	And I want to say that it is deeply, deeply, deeply offensive that after more than 10 years of hard work by a bunch of folks, with the Harbor Commission working in good faith, with the community working in good faith, with labor working closely with business in good faith, that one appellant
6281193	6290789	would show up in the eleventh hour and file a spurious CEQA appeal that had absolutely no merit, no basis at all.
6291250	6297340	It's offensive and I said it yesterday and I'll say it again for the community, for us, for future consideration.
6297921	6300165	It is exhibit A in CEQA abuse.
6301066	6302288	Exhibit A in CEQA abuse.
6303570	6306475	The very people, the very people
6306775	6315710	who cares so much about our environment, who cares so much about the air we breathe, who cares so much about the traffic that we endure, showed up for 10 years and worked on this project.
6316431	6328871	And at the 11th hour, 1159 and 59 seconds, there was an appeal filed that apparently had no basis in law and had some purpose outside of the room.
6328891	6332597	And I find that just offensive, absolutely offensive.
6334619	6338265	And San Pedro people and Harbor area people won't put up with it.
6338886	6339607	They show up.
6340369	6342372	We won unanimously yesterday.
6342432	6345337	And I called and said, hey, listen, I don't think you need to show up.
6345377	6346239	I think we're going to be fine.
6346259	6347821	I think this is going to be unanimous here, too.
6348442	6348903	And guess what?
6348923	6350466	They filled up a bus and they showed up.
6351287	6353571	And they wanted to speak, not for one minute, but for two minutes.
6354132	6359040	This project will be transformational, not just to the Harbor area,
6359577	6364024	not just to the City of Los Angeles, but the entire Southern California region.
6364365	6368050	This is an important cultural hub for us.
6369172	6381592	And I just want to say for the record, on the off chance that the same misguided judgment that filed this appeal is misguided in filing a lawsuit, I just want to say a few things for the record.
6382774	6384336	I want to say a few things for the record.
6385143	6387848	We carefully reviewed all the environmental documentation.
6388149	6395663	The arguments by the appellant were that vehicle miles traveled were not adequately analyzed.
6396806	6401194	When they got up to describe why, they had nothing to say.
6401495	6408724	The materials that they filed and the materials that the court responded with adequately dispatched that issue.
6409345	6410326	The ferris wheel.
6410586	6415632	They actually looked at the ferris wheel and said the ferris wheel is going to cause people to come in from multi-counties.
6416413	6421820	And people are going to drive in from Rialto and pass 57 other ferris wheels to come to this one.
6422080	6422741	It is absurd.
6423282	6423902	It is absurd.
6423923	6426125	It's insulting to the intelligence that this was filed.
6427146	6430050	They also argued that
6431127	6433412	comparative venues weren't analyzed.
6434615	6438805	And by the way, I'm saying this for the record, I'm not talking to you all, I'm talking to a judge.
6439747	6442293	A judge, because this will be part of the administrative record.
6442895	6447786	And I want the judge not just to deny this lawsuit they filed, I want them to file sanctions.
6449032	6453658	They said that analyzing the Greek theater and analyzing the Grove were not adequate.
6454179	6455040	Perfectly adequate.
6455060	6460887	They wanted an analysis of a venue that's three times larger, because they actually put it in their papers.
6461628	6463010	Beyonce might show up.
6463531	6464071	Well, guess what?
6464091	6465593	I've got to break some news to you guys.
6465874	6469839	Beyonce's not coming to San Pedro, but we're going to have a nice, beautiful venue.
6470720	6473824	They also argued that the port doesn't have the capacity
6474260	6483970	to enforce regulations, environmental regulations, and use best practices and commercially reasonable efforts for things like alternative fuels.
6484010	6484731	Well, guess what?
6485371	6490377	That's the business the port's been in for the last 20 years on the Clean Air Action Plan.
6491498	6496423	This appellant picked the absolute wrong party to say that they don't have that capacity.
6496463	6498445	They have that capacity.
6499977	6503989	that everybody in the papers dispatched this appeal and dispatched it perfectly.
6504410	6508181	But for the record, I want to say that this was CEQA abuse.
6508562	6509385	This was offensive.
6509425	6511591	This was offensive to the good people of San Pedro.
6512013	6513818	This was offensive to the poor community.
6515823	6516945	And we have to stop it.
6517786	6518708	It has to stop.
6519049	6519770	It stops right here.
6519790	6520952	I'm going to ask for an aye vote.
6521773	6526020	And I'm going to ask that we send a message to the community, use CEQA for environmental purposes.
6526101	6527803	Don't use it for things outside this building.
6528364	6528965	Thank you, members.
6529106	6530708	I appreciate your response.
6532171	6533393	Thank you so much.
6539060	6543050	And congratulations to our to our neighbors in the 15th district.
6543090	6553496	This is a very important project to the city council member McOsker council member Buscaino and everybody that's worked on this for so many years over a decade.
6554398	6556343	Congratulations and.
6556660	6562946	Mr. McOsker, if Beyonce doesn't come to the harbor, Beyonce's going to come to the vision theater in the 10th district.
6562966	6564648	So everybody be ready.
6565429	6566970	All right, let's open the roll on this item.
6567711	6568372	Close the roll.
6568592	6569353	Tabulate the vote.
6569373	6571435	15 ayes.
6572956	6584888	And for the record, Mr. President, the Trade, Travel, and Tourism Committed Project has been adopted as amended by Amendment Motion 366.
6584908	6584988	Mr.
6585008	6586650	Clerk, did you get the urgent forthwith?
6587407	6587847	Yes, sir.
6587988	6592632	And for the record, the item is adopted as amended by Amending Motion 36A, McOsker Park.
6593473	6593733	All right.
6594994	6595615	What's next, Mr.
6595675	6595895	Clerk?
6596436	6600660	The Council may now consider Item 41, Call Special by Councilmember Nazarian, for comments.
6601100	6601961	Councilmember Nazarian.
6604804	6605845	Thank you, Council President.
6606225	6615574	Colleagues, this administration threatens not only our city, state, and our people, but the very fabric of our nation.
6615841	6625679	From kidnapping hardworking community members in broad daylight to actively working to rig the 2026 midterms, the danger is real and unfolding before our eyes.
6626300	6633293	We cannot and will not stand by while federal overreach undermines democracy.
6633273	6635357	As leaders, we need to fight back.
6635837	6640085	I know firsthand the cost of allowing autocrats to dismantle democracy.
6640505	6645634	Many of you know that as a child, my family fled Iran to escape authoritarian rule.
6646215	6652446	We must not let our country, the most diverse democracy in the world, slide into dictatorship.
6652426	6660198	These unprecedented and downright dangerous times we find ourselves in demand a robust response.
6660218	6667750	We must send a message to this administration that California is strong, united, and fearless in the face of autocracy.
6668451	6678687	And we will be unrelenting in resisting these actions because if we allow them to rig our elections today, we won't have elections tomorrow.
6679156	6691896	That is why I introduced this resolution in support of the Election Rigging Response Act to stop this administration from rigging their way to undisputed power in 2026 and onward.
6692457	6702373	I urge you all, for the sake of our country, for the future of our democracy, join me in voting yes on this resolution, and I thank my colleagues for seconding this motion.
6702453	6702854	Thank you.
6704256	6705518	Thank you so much.
6705852	6714582	Mr. Nazarian, for your leadership on this issue, and I know you and some members stood together to make a strong statement on this matter.
6715423	6718107	Members, I'll request a unanimous vote on this.
6718167	6723673	I think this is very few issues more important to the city of LA at this time.
6724734	6728639	So let's open the roll on this item, close the roll, tabulate the vote.
6728659	6732003	15 ayes.
6732844	6733665	Mr. President?
6735063	6740070	In regards to item 36, a vote is required to send item 36 urgent forthwith, sir.
6740451	6742093	All right, let's open the roll on that item.
6742914	6744537	Close the roll, tabulate the vote.
6749163	6749884	13 ayes.
6750786	6752548	All right, Council Member Yaroslavsky.
6753035	6754296	Thank you, Council President.
6754977	6758600	I ask that we reconsider item 28.
6758800	6766607	This item is fine today as is, but when it comes back to committees with funding identified, I ask that it also comes to budget and finance.
6766627	6766887	Got it.
6766967	6769649	So you're prepared to, we want to reconsider.
6769849	6771511	Reconsider and send it as is.
6771691	6775034	And then make sure it just comes to B and F. All right, let's open.
6775054	6777156	Is there a second to the motion to reconsider?
6777176	6777856	Council Member Park.
6779377	6779618	Thank you.
6779978	6780298	Thank you.
6780639	6782400	All right, let's open the roll of reconsideration.
6783258	6784680	Close the roll, tabulate the vote.
6784700	6786863	15 ayes.
6787284	6792090	All right, and now the original item is, 36 is before us.
6792551	6793392	Let's open the roll.
6794373	6795755	Close the roll, tabulate the vote.
6796857	6797518	15 ayes.
6797978	6800261	And for the record, sir, this item is adopted as amended.
6800642	6801763	All right, Councilmember Nazarian.
6803065	6803566	Thank you very much.
6803646	6810295	I forgot to mention forthwith on item, urgent forthwith on item 29.
6810578	6811499	All right.
6812220	6812901	Without objection.
6813301	6814503	That would be your order, Mr.
6814823	6815484	Chair.
6815504	6818908	A separate vote is required for to send an item urgent forthwith, sir.
6819408	6819669	All right.
6819749	6822692	Let's open the roll on urgent forthwith.
6823513	6824535	For which one?
6824555	6825315	Close the roll.
6826036	6827398	Tabulate the vote.
6835508	6835928	All right.
6838473	6839194	Do you want me to?
6839214	6841576	14 nays.
6841957	6842718	All right, what's next?
6845301	6855512	Mr. President, the council may reconsider item 41 for which it needs to be reconsidered for public comment for which public hearing has been held.
6856053	6860217	This item was called special by council member Soto Martinez for a separate vote.
6860237	6862200	All right, let's open the roll on reconsideration.
6863201	6865223	Close the roll, tabulate the vote.
6866603	6892847	14 eyes all right Now we'll open the roll on this item close the roll tabulate the vote 14 eyes All right, no one call that special for a separate vote no all right What's next mr.. Clark?
6900472	6906542	Mr. President, for clarification, item 41 is to be sent forth, urgent forthwith.
6907183	6907444	All right.
6907884	6908626	Without objection.
6910789	6914876	And for item 39, a vote needs to be taken for the reconsideration for public comment.
6916218	6916559	All right.
6917060	6917661	So what's next?
6919003	6921387	The reconsideration vote for item 39, sir.
6921667	6921928	All right.
6921988	6923971	Let's open the roll on reconsideration of 39.
6924512	6925093	Close the roll.
6925153	6926175	Tabulate to vote.
6927742	6939398	49 all right, what's next the council may now vote on item 39 for which councilmembers soda Martinez Called this item special for a separate vote all right.
6939418	6949952	Let's open the roll Close the roll tabulate the vote That can eyes one no All right
6952767	6963544	Council may now consider item four held on the desk for councilmember Padilla for which amending motion 4a was introduced posted and Introduced posted them on the bulletin board.
6963964	6975602	All right, let's vote on this item as amended by councilmember Padilla and McOsker Open the roll close the roll tabulate the vote 14 ayes
6977658	6986800	The council may now consider item five, calls held for the desk for Councilmember Padilla for which amending Motion 5A, Padilla-Jurado has been introduced, circulated, and posted on the bulletin board.
6986820	6991793	All right, let's open the roll on this item as amended by Councilmembers Padilla and Jurado.
6992635	6994840	Close the roll, tabulate the vote.
6996355	7022093	14 eyes all right, what's next the council may now consider item 16 for which call special by councilmember for hernandez for which amending motion 16 a hernandez bloomfield has been introduced circulated and posted on the bulletin board All right, let's open the roll on this item as amended by hernandez and bloomingfields close the roll tabulate the vote 14 eyes
7023727	7048823	All right, what's next the council may now consider item 19 Call special by councilmember Soto Martinez for which amending motion 19 a so the Martinez-Bloomfield has been introduced circulated and posted on the bulletin board all right Let's let's open the roll on this item as amended by councilmember Soto Martinez and blooming film to close the roll tabulate to vote There are two nice one no
7050473	7051795	All right, what's next?
7052536	7054759	The council may now consider item 26.
7055500	7058604	Call special by council member Rodriguez for which amending motion 26A.
7059265	7062510	Rodriguez Lee has been introduced, circulated, and posted on the bulletin board.
7062870	7068238	All right, let's open the roll on this item as amended by council members Rodriguez and Lee.
7069479	7070200	Close the roll.
7070661	7071422	Tabulate the vote.
7072564	7073545	14 ayes.
7076039	7078942	All right, what's next council has motions for posting a referral.
7079223	7102148	They are posted and referred announcements members any announcements All right seeing no announcements, I'll ask everyone in the chamber to rise for adjourning motions See if there are any adjourning motions to my left the west side of This chamber seeing none any adjourning motions to my right councilmember Yaroslavsky I
7103832	7105114	Thank you, Council President.
7105534	7117991	Colleagues, today I rise to adjourn in memory of Mark Salzberg, a noted progressive activist, neighborhood leader, and beloved member of the Westside and Venice community, who passed away on June 27th after a long illness.
7120053	7123818	Mark dedicated his life to civic engagement and local democracy.
7124660	7131088	Mark was a leader in the democratic community and a founding member of the West Los Angeles Democrats in 2004,
7131305	7138011	where he served as president and became a trusted advisor to elected officials at every level, local, county, state, and federal.
7138792	7142255	A pillar of the club, Mark also founded its Environment and Clean Energy Committee.
7143416	7159590	Long before climate change was at the center of political debate, he was pushing Democrats to prioritize clean energy and environmental stewardship, bringing in expert speakers, advancing resolutions, and ensuring that the future of the planet was part of every conversation.
7160600	7163706	His civic imagination extended to cultural projects.
7163726	7176110	Mark supported efforts to create a Venice Museum and a historic trolley car, advocated for a Pacific electric heritage display near the Centennial Library, and even mediated proposals for new attractions at Venice Beach.
7177112	7183063	A graduate of Carleton College, Mark built a career in technology as a project manager, bringing products to market.
7183516	7193647	But it was his passion for civic life, for bringing neighbors together, strengthening democracy, and preserving this city's unique culture that defined his public service.
7194668	7204859	Today, we are honored to be joined in council chambers by Mark's wife, Nancy, and by Kara Robin of the West LA Democratic Club, representing the community that Mark helped build and sustain.
7204899	7209945	On behalf of the Los Angeles City Council, I extend our heartfelt condolences to Nancy.
7210280	7213604	to Jenny and Alex, to the Salzburg family, and to all who mourn.
7214465	7221434	In recognition of his many contributions to our city, I respectfully ask that the Los Angeles City Council adjourn today's meeting in memory of Mark Salzburg.
7222215	7228182	May his memory be a blessing, and may his legacy of progressive advocacy and community leadership continue to inspire us all.
7229043	7229424	Thank you.
7230385	7232187	Thank you so much, Council Member Yaroslavsky.
7232207	7235511	We are adjourned, and thank you so much to the Salzburg family for being with us.
